show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5020,Movie,Lewberger Live At Lincoln Hall In Chicago,Keith Habersberger,"Keith Habersberger, Alex Lewis, Hughie Stone Fish",,,2021,16+,61 min,"Arts, Entertainment, and Culture, Comedy","Lewberger is the handsome 3 man comedy band based out of Los Angeles, CA, described as the illegitimate love child of ""Lonely Island"" and ""Flight of the Conchords"". They were finalists on the first season of NBC's hit comedy competition show ""Bring The Funny"". Get ready for a night filled with comedy and music filmed at the historic Lincoln Hall in Chicago."
s5021,Movie,Kadhal Paravgal,Mohan Bammidi,"Satya Dev, Priya Lal, Rahul Ramakrishna, Priyadarshi",,,2020,13+,118 min,"Drama, Romance","Sirisha aspires to major in music but has to promise her father that she would marry the man he chooses if she wants to move to the city and learn violin. While in Hyderabad, she has to share accommodation with Sadasivam, a man allergic to noise. Prema Kiligal Story revolves around these two contrast personalities who constantly try to annoy each other but end up falling for each other."
s5022,Movie,Journey's End,Saul Dibb,"Sam Claflin, Asa Butterfield, Paul Bettany, Toby Jones, Tom Sturridge, Stephen Graham",,,2018,R,107 min,"Drama, Military and War","The Great War - March, 1918. C-company arrives to take its turn in the front-line trenches of northern France, led by war-weary Captain Stanhope. With a German offensive imminently approaching, the company anxiously awaits their unknown fate."
s5023,Movie,Jiang Ziya,Teng Cheng,"Christopher Sabat, Luci Christian",,,2020,7+,109 min,"Animation, Anime, Kids","To earn his place amongst the gods, celestial army commander Jiang Ziya must vanquish a terrifying fox demon threatening the very existence of the mortal realm. The follow up to international blockbuster, Ne Zha and second chapter in the Fengshen Cinematic Universe."
s5024,Movie,Hillbilly's In A Haunted House,Jean Yarbrough,,,,2021,13+,86 min,Horror,"When a country band breaks down the stop at an abandoned mansion. The mansion isn't just haunted, but it's not abandoned at all - it's also headquarters for international spies!"
s5025,Movie,Good Newwz,Raj Mehta,"Akshay Kumar, Kareena Kapoor Khan, Diljit Dosanjh, Kiara Advani",India,,2019,13+,131 min,"Comedy, Drama, International",Two couples with the same surnames pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.
s5026,Movie,Chikati Kathalu,Siripuram Rajesh,"Kalyani ( Lead ), Nagi Reddy, Harsha, Pranay, Vinay, Suman, Shiva",,,2021,16+,28 min,Drama,"One of the friends got cheated by a girl. In that frustration, they will hang out together at the night. they lose consciousness & wanted to rape someone. In the morning they will see the news regarding this rape incident in the Newspaper, they afraid of Police Sairine & Suddenly door knocks. opens the door., they all will shock suddenly, the lady who got raped last night.., here the twist begins."
s5027,Movie,Cheating Hearts,Eurika Pratts,Laila Odom,,,2012,16+,69 min,Drama,A seductive romance about a husband & wife who find themselves straying outside their union after six years of marriage. Shawnda s sister Sammy manages to bring the couple back together until they discover they've been sleeping with the same woman!
s5028,Movie,Burning,Lee Chang-dong,"Ah-in YOO, Steven YEUN, Jong-seo JUN",,,2018,AGES_16_,148 min,"Drama, Suspense","An introverted young man, Jongsu (Ah-in YOO), finds romantic interest in a young woman from his past, Haemi (Jong-seo JUN). One day she returns from a trip with Ben (Steven YEUN), a wealthy and sophisticated young man. When Haemi disappears, Jongsu becomes suspicious of Ben and his mysterious hobby."
s5029,Movie,Broil,Edward Drake,"Jonathan Lipnicki, Timothy Murphy, Abby Ross",,,2020,16+,91 min,Horror,"After troubled 17-year-old Chance is sent to live at her draconian grandfather's estate, she uncovers a dangerous ancient family secret. Her only hope for survival may come from a killer-for-hire with a fortuitous stroke of culinary genius."
s5030,Movie,American Heretics,Jeanine Isabel Butler,,,,2021,13+,87 min,Documentary,"American Heretics takes audiences into the buckle of the Bible belt where a group of defiant ministers, congregations, and community leaders are challenging deeply rooted fundamentalist Christian doctrine in favor of a Gospel of Inclusion. Labeled as ""heretics"" for their beliefs and actions, they refuse to wield their faith as a sword sharpened by literal interpretations of the Bible."
s5031,Movie,All Babes Want To Kill Me,Colin Miller,"Colin Miller, Gianni Lazuli, Alex Cain",,,2006,PG-13,81 min,Comedy,"A Martial Artist, afflicted with a disease that makes beautiful women want to kill him, goes on a suicide mission to find true love anyway."
s5032,Movie,A Dog's Courage,Sung-yoon Lee,"Eric Roland, Patrick McAllister, Bryan Massey, Carrie Savage, Dalton Walker, Kimmie Britt",,,2020,7+,102 min,"Action, Kids","Jacob, a feisty and playful dog abandoned by his owners joins a pack of strays and embarks on a journey filled with fun adventures and life lessons in their pursuit to find a new and loving home."
s5033,TV Show,2020 Best of Animation - Presented by Shortz,,,,,2020,13+,1 Season,Animation,Award winning and nominated animation short film compilation from around the world.
s5034,Movie,Zara Si Bhool - A Small Mistake,Kiran Merchant,"Mohan Bhandari, Sujata Mehta, Asit Vyas, Pamela Dickerson",,,2021,16+,117 min,"Drama, Suspense","Ajay and Nina Arora's happy life turns upside-down when flamboyant Shekhar and his seductive wife move into the neighbourhood and they become friends. After a party, police find Shekhar's wife raped and murdered and Ajay is charged with the crimes. He escapes from prison to prove his innocence. The fast-paced action moves from Hollywood to Las Vegas, leaving behind a trail of murder and mayhem."
s5035,Movie,Rudraksharam,Nageshwara rao Anchula,"Narendra Veeralla, Suman Shetty, Chaitanya, Yamini, Sravani, Chittibabu Jabardasth, Naidu Gopi",,,2021,13+,59 min,"Drama, Suspense","A Village called Rudravaram, which is on crisis. To develop that village the head of the village called sarpanch and Main priest of Rudraeshwara Temple were try in many ways, But Politicains and Offices don't make this happen. One fine day the priest were explain treasure that belongs to temple to the Sarpanch. This all secretly were heard by the priest son. From there story begins"
s5036,TV Show,Reagan's Room,,Reagan Rundus,,,2021,ALL,1 Season,"Animation, Kids","An original animated children's series that focuses on character building. Each episode consists of an exciting adventure that kids can actually relate to! An original song in every episode, inspiring children to get up and dance, sing and play!"
s5037,Movie,Protibimbo,Rudranil Chaudhuri,"Biswajit Chakrabarty, Meghna Halder, Palash Ganguly, Rupanjali Roy",,,2021,18+,104 min,"Drama, Romance",Protibimbo unveils an interesting game of life where a caring wife is forced to estrange her husband to save his life while a desperate lover is willing to defy all social norms to reunite with his lost love.
s5038,Movie,Prey Before You Eat 2,Jamal Doctor,"Yellow Diamonds, Racquel Mills, Kyah Baby, Pritty Milltant, Anthony Howard, Tselane Faust, Shamel Brown, Chris Copeland, Simon Gill",,,2021,18+,92 min,"Action, Drama","Part 2... After losing her best friend, Keisha gets with her cousin Pritty, after getting out the hospital, Co Co and Kyah bring them the ultimate robbery scheme, that gets the girls in way over their heads."
s5039,Movie,Prey Before You Eat,Jamal Doctor,"Erica Graham, Yellow Diamond, Christopher Copeland",,,2021,18+,80 min,"Action, Drama","A group of girls do a string of robberies, that has their lives spinning out of control."
s5040,TV Show,Pororo Sing Along,,,,"May 12, 2021",2019,ALL,1 Season,"Arts, Entertainment, and Culture, Kids","Welcome to NEW Pororo Singalong Show! Finally, you can watch Pororo Singalong Show in English. Our special musical casts will deliver beautiful stories and songs to you. Let's sing and dance with Pororo and friends together."
s5041,Movie,Love is Blind,"Andy Delaney, Monty Whitebloom","Shannon Tarbet, Aidan Turner, Benjamin Walker, Matthew Broderick, Chloe Sevigny",,,2019,13+,93 min,"Comedy, Drama",A young woman is unable to see or hear her mother despite living with her in the same house. With the help of an eccentric psychiatrist she learns to grow up and take control of her future despite not being able to see what's in front of her.
s5042,TV Show,Last Secrets of the Third Reich,,,,"May 12, 2021",2012,13+,1 Season,"Documentary, Suspense","What happened to trainloads worth of Nazi-gold at the end of WW2? How much truth is in the idea that Hitler's personal physician was gradually poisoning him with medication? What happened to the lost submarine U-513? These are just some of the questions we seek to answer using newly found documents and witness accounts in the second run of this investigative, unique, and surprising series."
s5043,Movie,Lalaloopsy: Band Together,"Roy Allen Smith, Melissa Suber","Erica Cukulin, Laura Gervais, Griffin Kingston",,,2015,ALL,45 min,"Animation, Kids",The Lalaloopsy girls find that musical dreams do come true – when you get a little help from your very best friends in this sew-sweet movie!
s5044,Movie,Jabillikosam akasamalle,Rajnarendra,"Srihari, Suman, Amani, Jeeva, Thagubothuramesh, Qayyom, Krishnabhagavan",,,2021,16+,158 min,"Action, Romance","The story starts with a murder of Minister from there at a marriage of hero's friend. There hero find a girl named Meghamala, Where she is Nexalite cause of circumstances, How the hero find the girl where locked up at Naxalite group in the forest."
s5045,Movie,In the box,Giacomo Lesina,"Antonia Liskova, Nicolò Alaimo, Jonathan Silvestri",,,2015,16+,86 min,Suspense,"A young woman awakens to find herself inside the four walls of a garage. Walls that appear innocuous like much of the places in a large metropolis, but which now separate her from everyone and everything. In this small space, an automobile emits carbon dioxide; a gas which one inhales without noticing every day when on the street."
s5046,Movie,House of Hummingbird,Bora Kim,"Ji-hu Park, Sae-byuk Kim, Seung-yeon Lee",,,2020,16+,139 min,"Arthouse, Drama, LGBTQ","14-year-old Eun-hee moves through life like a hummingbird searching for a taste of sweetness wherever she may find it. Ignored by her parents and abused by her brother, she finds her escape by roaming the neighborhood with her best friend, going on adventures, exploring young love and experiencing everything that comes with growing up in a country on the brink of enormous change."
s5047,TV Show,Gasp!,,,,,2010,TV-Y7,1 Season,"Animation, Comedy, Kids","If you like laughs, lunacy and all things illogical, then get ready for Gasp - a little Goldfish with a big heart and BIG imagination. Follow the adventures of pets and a goldfish left home alone. When Ginger and Fred leave the house what do their pets get up to? From singing and dancing cockroaches to Arctic adventures in the freezer, in this house anything can happen and usually does!"
s5048,Movie,Feeding the Masses,Richard Griffin,"Billy Garberina, Rachel Morris, Patrick Cohen",,,2021,18+,85 min,"Horror, Suspense","When the government highjacks news outlets in an attempt to downplay a mysterious plague bringing the dead back to life, a group of news reporters and their military escort risk their lives to broadcast the truth."
s5049,TV Show,Falco,,"Michel Brown, Marina de Taviria",,,2021,16+,1 Season,"Action, Drama, Suspense","After 23 years in a coma, due to an injury during an attempted murder, the investigator Alejandro Falco wakes up with the firm intention of recovering the life he seems to have lost, his career in the police force, and most importantly, his family. However, he encounters a Mexico he does not recognize."
s5050,Movie,Evan Straw,Michael Legge,"Lorna Nogueira, Christine Grudenkis, Michael Legge, Dwight Kemper, Danielle Gelehrter",,,2010,16+,87 min,Horror,"Alice Marsh moves far from home to start a new life. She falls in love with an old house in Massachusetts which she buys. As time goes on, strange things start to happen to Alice. Is the previous owner's ghost still in the house?"
s5051,Movie,Cinemavala,Avinash Pendurti,"Rohini Rachel, Ravi teja mahadasyam, Gautham bhavaraju",,,2021,13+,45 min,"Drama, Suspense","This is a story of two individuals, Karthik & ria. Karthik was very passionate about films and trying hard to make that his carrier. ria who loves Karthik & left her house with him & supports Karthik in every single step to reach his oral. ria is the only person in this world who believes Karthik's dream. but at a point in time ria loses hope & asks Karthik to leave films."
s5052,Movie,Writer,Ramesh Mylaram,"Srinivas Bhogireddy, Ravi Anand, Sagar kargathra",,,2021,13+,94 min,"Drama, Horror",The story follows as the mystery around a murder which unravels investigation wherein the murderer confesses his crime of murdering another person while circumstances reveal otherwise
s5053,Movie,Tributaries,Mike Ancas,"Rosie Koster, Connor McNelis, Phillip Fry, Amy Lyn Elliott, Delaney Hathaway, Daniel V. Klein, Eli Sharp, Mike Ancas, Alex Blair, Tim Bendig, Debra Hulings, Santana Maynard, Stephanie Swift, Kelsey Rae Patterson, Joe Gorski, Bryan Chemini, Jessica Joerndt, Haley Goff, Lou Consolo, Lydia Zagorski, Jeff Bell, Emory Miyagishima, Martin Gonzales, Andy Stuchell, David Zvirman, Charles J. Nemit, Vincent Wieczorek, Spencer Patterson, Rick Dutrow, Shayna Bright, Bernie Lewis, Monica Sauk, Brenda Ancas, Elizabeth Kundla",,,2021,13+,101 min,"Drama, Science Fiction, Suspense",Putting her life back together proves difficult when even simple decisions can set off a series of tragic events
